Sample name	labels
Naafs_2017_Soils_France-TESO25	0
Naafs_2017_Soils_France-TESO26	0
Naafs_2017_Soils_France-TESO28	0
Naafs_2017_Soils_France-TESO30	0
Naafs_2017_Soils_France-TESO31	0
Naafs_2017_Soils_France-TESO33	0
Naafs_2017_Soils_France-TESO34	0
Naafs_2017_Soils_France-TESO36	0
Naafs_2017_Soils_France-TESO43	0
Naafs_2017_Soils_France-TESO43B	0
Naafs_2017_Soils_France-TESO47	0
Naafs_2017_Soils_France-TESO48	0
Naafs_2017_Soils_France-TESO49	0
Naafs_2017_Soils_France-TESO51	0
Naafs_2017_Soils_France-TESO7	0
Naafs_2017_Soils_France-TESO8	0
Naafs_2017_Soils_Gabon-1	0
Naafs_2017_Soils_Gabon-2	0
Naafs_2017_Soils_Gabon-3	0
Naafs_2017_Soils_Gabon-4	0
Naafs_2017_Soils_Gabon-5	0
Naafs_2017_Soils_Gabon-6	0
Naafs_2017_Soils_Galapagos	0
Naafs_2017_Soils_Germany-G1	0
Naafs_2017_Soils_Germany-G2	0
Naafs_2017_Soils_Germany-H1	0
Naafs_2017_Soils_Ghana-2	0
Naafs_2017_Soils_Greece-13	0
Naafs_2017_Soils_Greece-5	0
Naafs_2017_Soils_Greenland-5	0
Naafs_2017_Soils_Iceland-6	0
Naafs_2017_Soils_Iceland-3a	0
Naafs_2017_Soils_Ireland-9	0
Naafs_2017_Soils_Italy-1	0
Naafs_2017_Soils_Italy-11	0
Naafs_2017_Soils_Italy-14	0
Naafs_2017_Soils_Italy-17	0
Naafs_2017_Soils_the Netherlands-B	0
Naafs_2017_Soils_Netherlands-T5	0
Naafs_2017_Soils_the Netherlands-T7	0
Naafs_2017_Soils_Nigeria-15	0
Naafs_2017_Soils_Nigeria-19	0
Naafs_2017_Soils_Norway-1	0
Naafs_2017_Soils_Norway-3	0
Naafs_2017_Soils_Peru-1	0
Naafs_2017_Soils_Peru-10	0
Naafs_2017_Soils_Peru-13	0
Naafs_2017_Soils_Peru-14	0
Naafs_2017_Soils_Peru-4	0
Naafs_2017_Soils_Scotland-D	0
Naafs_2017_Soils_Seychelles	0
Naafs_2017_Soils_South Africa-12	0
Naafs_2017_Soils_South Africa-16	0
Naafs_2017_Soils_South Africa-3	0
Naafs_2017_Soils_Sout Africa-7	0
Naafs_2017_Soils_Spain-6	0
Naafs_2017_Soils_Spain-7	0
Naafs_2017_Soils_Svalbard-LB1	0
Naafs_2017_Soils_Svalbard-MP1	0
Naafs_2017_Soils_Svalbard-MP2	0
Naafs_2017_Soils_Svalbard-MP3	0
Naafs_2017_Soils_Svalbard-MP4	0
Naafs_2017_Soils_Svalbard-MP5	0
Naafs_2017_Soils_Svalbard-MP6	0
Naafs_2017_Soils_Svalbard-NA1	0
Naafs_2017_Soils_Svalbard-NA2	0
Naafs_2017_Soils_Sweden-15	0
Naafs_2017_Soils_Sweden-17	0
Naafs_2017_Soils_Sweden-4	0
Naafs_2017_Soils_Sweden-B	0
Naafs_2017_Soils_the Netherlands-A	0
Naafs_2017_Soils_the Netherlands-F	0
Naafs_2017_Soils_the Netherlands-J	0
Naafs_2017_Soils_the Netlerlands-M	0
Naafs_2017_Soils_Turkey-12	0
Naafs_2017_Soils_Turkey-8	0
Naafs_2017_Soils_Uganda-3	0
Naafs_2017_Soils_Uruguay-7	0
Naafs_2017_Soils_Uruguay-8	0
Naafs_2017_Soils_USA-10	0
Naafs_2017_Soils_USA-13	0
Naafs_2017_Soils_USA-17	0
Naafs_2017_Soils_USA-BB1	0
Naafs_2017_Soils_USA-BB2	0
Naafs_2017_Soils_USA-BF1	0
Naafs_2017_Soils_USA-BP1	0
Naafs_2017_Soils_USA-BZ2	0
Naafs_2017_Soils_USA-BZ3	0
Naafs_2017_Soils_USA-CA1	0
Naafs_2017_Soils_USA-CA2	0
Naafs_2017_Soils_USA-CC1	0
Naafs_2017_Soils_USA-CF1	0
Naafs_2017_Soils_USA-CF2	0
Naafs_2017_Soils_USA-CF3	0
Naafs_2017_Soils_USA-CL1	0
Naafs_2017_Soils_USA-CL2	0
Naafs_2017_Soils_USA-CL3	0
Naafs_2017_Soils_USA-CM1	0
Naafs_2017_Soils_USA-CO2	0
Naafs_2017_Soils_USA-CO3	0
Naafs_2017_Soils_USA-DF1	0
Naafs_2017_Soils_USA-DF3	0
Naafs_2017_Soils_USA-GB2	0
Naafs_2017_Soils_USA-GB3	0
Naafs_2017_Soils_USA-GB5	0
Naafs_2017_Soils_USA-HF2	0
Naafs_2017_Soils_USA-HI3	0
Naafs_2017_Soils_USA-HJ1	0
Naafs_2017_Soils_USA-IE2	0
Naafs_2017_Soils_USA-IE3	0
Naafs_2017_Soils_USA-IE4	0
Naafs_2017_Soils_USA-IE5	0
Naafs_2017_Soils_USA-IT1	0
Naafs_2017_Soils_USA-IT2	0
Naafs_2017_Soils_USA-KP1	0
Naafs_2017_Soils_USA-KP2	0
Naafs_2017_Soils_USA-LQ2	0
Naafs_2017_Soils_USA-MD3	0
Naafs_2017_Soils_USA-MD4	0
Naafs_2017_Soils_USA-MP1	0
Naafs_2017_Soils_USA-MP2	0
Naafs_2017_Soils_USA-R-1	0
Naafs_2017_Soils_USA-R-2	0
Naafs_2017_Soils_USA-R-3	0
Naafs_2017_Soils_USA-R-4	0
Naafs_2017_Soils_USA-R-5	0
Naafs_2017_Soils_USA-R-6	0
Naafs_2017_Soils_USA-RT1	0
Naafs_2017_Soils_USA-RT2	0
Naafs_2017_Soils_USA-SA1	0
Naafs_2017_Soils_USA-SB1	0
Naafs_2017_Soils_USA-SN1	0
Naafs_2017_Soils_USA-SN3	0
Naafs_2017_Soils_USA-SP1	0
Naafs_2017_Soils_USA-SP2	0
Naafs_2017_Soils_USA-SR1	0
Naafs_2017_Soils_USA-SR2	0
Naafs_2017_Soils_USA-SR3	0
Naafs_2017_Soils_USA-SV1	0
Naafs_2017_Soils_USA-SV2	0
Naafs_2017_Soils_USA-SV3	0
Naafs_2017_Soils_USA-SV4	0
Naafs_2017_Soils_USA-VC1	0
Naafs_2017_Soils_USA-VC2	0
Naafs_2017_Soils_USA-W	0
Naafs_2017_Soils_Zaire-1	0
Naafs_2017_Soils_Zaire-2	0
Naafs_2017_Soils_AES -1	0
Naafs_2017_Soils_QML -1	0
Naafs_2017_Soils_HY-1	0
Naafs_2017_Soils_HYX-2	0
Naafs_2017_Soils_WLHT-2	0
Naafs_2017_Soils_ND-1	0
Naafs_2017_Soils_ZD-1	0
Naafs_2017_Soils_TR-1	0
Naafs_2017_Soils_JB-1	0
Naafs_2017_Soils_ZGEQ-2	0
Naafs_2017_Soils_KDE-3	0
Naafs_2017_Soils_MH-1	0
Naafs_2017_Soils_NR-1	0
Naafs_2017_Soils_FZ-2	0
Naafs_2017_Soils_LKZ-3	0
Naafs_2017_Soils_HQ-1	0
Naafs_2017_Soils_YKS-3	0
Naafs_2017_Soils_RYZ-2	0
Naafs_2017_Soils_XJ-1	0
Naafs_2017_Soils_YZ-2	0
Naafs_2017_Soils_YZ-3	0
Naafs_2017_Soils_ZL-3	0
Naafs_2017_Soils_LX-1	0
Naafs_2017_Soils_ZLT-2	0
Naafs_2017_Soils_SHM-1	0
Naafs_2017_Soils_TD-3	0
Naafs_2017_Soils_HSH-3	0
Naafs_2017_Soils_P756	0
Naafs_2017_Soils_P760	0
Naafs_2017_Soils_P765	0
Naafs_2017_Soils_P773	0
Naafs_2017_Soils_P775	0
Naafs_2017_Soils_P782	0
Naafs_2017_Soils_P787	0
Naafs_2017_Soils_P796	0
Naafs_2017_Soils_P801	0
Naafs_2017_Soils_P802	0
Naafs_2017_Soils_P804	0
Naafs_2017_Soils_P816	0
Naafs_2017_Soils_P817	0
Naafs_2017_Soils_P818	0
Naafs_2017_Soils_P819	0
Naafs_2017_Soils_P820	0
Naafs_2017_Soils_P821	0
Naafs_2017_Soils_P831	0
Naafs_2017_Soils_P833	0
Naafs_2017_Soils_P848	0
Naafs_2017_Soils_P851	0
Naafs_2017_Soils_P858	0
Naafs_2017_Soils_P859	0
Naafs_2017_Soils_P860	0
Naafs_2017_Soils_P861	0
Naafs_2017_Soils_P862	0
Naafs_2017_Soils_P863	0
Naafs_2017_Soils_4-1	0
Naafs_2017_Soils_4-2	0
Naafs_2017_Soils_5-1	0
Naafs_2017_Soils_5-2	0
Naafs_2017_Soils_5-3	0
Naafs_2017_Soils_5-4	0
Naafs_2017_Soils_6-1	0
Naafs_2017_Soils_6-2	0
Naafs_2017_Soils_6-4	0
Naafs_2017_Soils_7-2	0
Naafs_2017_Soils_7-4	0
Naafs_2017_Soils_1-1	0
Naafs_2017_Soils_8-4	0
Naafs_2017_Soils_2-1	0
Naafs_2017_Soils_9-1	0
Naafs_2017_Soils_10-2	0
Naafs_2017_Soils_10-3	0
Naafs_2017_Soils_11-1	0
Naafs_2017_Soils_11-4	0
