Sample	fIa	fIb	fIc	fIIa	fIIa'	fIIb	fIIb'	fIIc	fIIc'	fIIIa	fIIIa'	fIIIb	fIIIb'	fIIIc	fIIIc'	MAF	MAT
Chen_2021 TW-13	0.0754346492125179	0.0266312129269789	0.00103804458989568	0.0176774391491103	0.308974227858458	0.0107332787891184	0.0412763346287584	0.000792595622826754	0.00139599100020454	0.0298680711802005	0.472688688893434	0.00415729187973001	0.00933217426876662	0	0	11.311110900508	7.22499981025855
Chen_2021 TW-14	0.0680195143144194	0.0329485079152449	0.0126097831038863	0.0179175378414175	0.299131238893465	0.0163969419126321	0.0704821857963065	0.00578595802069097	0.00719416863529532	0.0597829530334984	0.370363162960214	0.0113705275924803	0.0279975199804495	0	0	12.0125000327825	6.57499999801318
Chen_2021 TW-15	0.0679718000595074	0.0228686331492543	0.00194154871387906	0.0526318282702757	0.291973781535504	0.0173737818513131	0.0718400093479469	0.0012860194281195	0.00188402635742046	0.147934417295145	0.306179096646356	0.0025571507169203	0.0115507147547551	0.00101667945317218	0.000990512420430227	11.3500000461936	5.95000004271666
Chen_2021 TW-16	0.0726122462777748	0.0265923589949147	0.00638440697938348	0.0277736191667431	0.347162995552164	0.0166989428542452	0.0539603123626652	0.00347906716183651	0.00484191107226164	0.0814200234706641	0.340455987675487	0.00615646143518764	0.0124616669966726	0	0	11.3375000506639	5.92500002185504
Chen_2021 TW-17	0.104999752487501	0.0378001089054997	0.00337607049155982	0.0460422751348943	0.378763427553091	0.0513291421216771	0.11383594871541	0.00287609524280976	0.00250482649373793	0.0779961388050096	0.141245482896886	0.00620761348448097	0.0269343101826642	0.00352952824117618	0.0025592792436018	10.8749998454005	5.47499989097317
Chen_2021 TW-18	0.0936154938023595	0.0518963065291303	0.006050952526901	0.044171124046745	0.299615795086598	0.0330141559228874	0.0959218034311298	0.00670810707279216	0.00618288493353134	0.079234475712382	0.26267279239375	0.00477792053309951	0.0161381880086944	0	0	11.8571428571429	4.95833330104748
Chen_2021 TW-19	0.0974875742329199	0.0307485581949231	0.00669212839895243	0.082650375017441	0.278932380172956	0.0255688467436338	0.0675834186819223	0.00752024904224523	0.00627490213273856	0.151174079235904	0.22356588929913	0.00434051000201038	0.017461088845224	0	0	12.0714286395482	5.17500003551443
Chen_2021 TW-20	0.0909560809393552	0.049894675460155	0.00916190439225469	0.0599535844566614	0.291232375556154	0.0335175723538974	0.112945302241977	0.0110815337558555	0.00897481054423741	0.101229043891171	0.207970267649951	0.00451976902160492	0.0185630797367252	0	0	11.2571428162711	4.44166669249535
Chen_2021 TW-21	0.185681195983487	0.0182561313302296	0.00498077439378853	0.160491009526893	0.280813224619204	0.0183646808058457	0.0233500289134944	0.00219248596746473	0.0107726207121242	0.150495462799622	0.140296843176957	0.00194077924802351	0.00236476252286666	0	0	10.0285714013236	3.31666660308838
Chen_2021 TW-22	0.108790293934819	0.0371769825059941	0.00577620400793299	0.089121932628837	0.317052400615694	0.0270801882603676	0.0791141254477104	0.0074305123878874	0.00409766006571353	0.101164232010183	0.195127541958973	0.00421273273539946	0.0163445741941213	0.00321981469970103	0.00429080454666548	9.92857156481062	3.24166671435038
Chen_2021 TW-23	0.162846304586232	0.0289708294130925	0.00207548036683466	0.239541196986858	0.223238987868727	0.01823586166394	0.0325964279364851	0.00446457999988014	0	0.176333930608242	0.111696400569708	0	0	0	0	9.62857151031494	3.00833334525426
Chen_2021 TW-24	0.0391109760187825	0.0134160657387221	0	0.0557133573704511	0.31004737548214	0.016806766728157	0.0511592319302365	0	0	0.133316912627872	0.365530144222707	0.00575947509642797	0.00913969478450444	0	0	10.2714285169329	3.59999993443489
Chen_2021 TW-25	0.0477000406173842	0.0158661657189277	0	0.0540634308150555	0.318795694557271	0.0136829813160032	0.0525656647711887	0	0	0.137879095586244	0.359446926617926	0	0	0	0	9.60000010899135	2.99166669448217
Chen_2021 TW-26	0.136008121249925	0.0267466978072802	0.00299850971608408	0.177491751163343	0.266154783970854	0.0188757482430244	0.0352710863655856	0.0105591311343524	0.00346522021115604	0.176029155340391	0.135203173011153	0.00465425767558238	0.00654236411126981	0	0	8.62857140813555	2.08333331346512
Chen_2021 TW-27	0.130875142029309	0.00783706172846703	0	0.196939120065718	0.241755222036204	0.0107169935127632	0.0117366484122487	0.00345366982083802	5.91224972343578e-05	0.262422282020141	0.134204737877078	0	0	0	0	8.7285714830671	2.18333335717519
Chen_2021 TW-28	0.0671294404459878	0.0162133118175985	0.00119547960903035	0.0672981117508255	0.236912323960194	0.018594707198787	0.0411714482952896	0.00206578876440444	0.00072815576186394	0.171695650888654	0.363123670844035	0.00370163958941579	0.0101702710739145	0	0	8.07142872469766	1.56666673223178
Chen_2021 TE1-1	0.116913769482237	0.023846665129339	0.00443564248992824	0.0833141167374289	0.320899065395206	0.0102548798849717	0.0397037479144341	0	0	0.12170209302641	0.268430976248287	0.00335047001532806	0.0071485736764287	0	0	13.0777779420217	8.74166681369146
Chen_2021 TE1-2	0.0913354919830869	0.0119595998395517	0	0.172308864968356	0.274872736693745	0.031043344046558	0.0308772940655137	0	0	0.205593883759011	0.177272358980053	0.00231569702480447	0.00242072863932044	0	0	12.4750000834465	6.69166669249535
Chen_2021 TE1-3	0.113374179705734	0.00931399275905216	0	0.234742428580955	0.220244842883984	0.00554838608451434	0.0148878751387587	0	0	0.30137993794594	0.100508356901063	0	0	0	0	11.9375000447035	6.08333336313566
Chen_2021 TE1-4	0.114268015527558	0.0394440663321373	0.00449105988213182	0.0901629273550063	0.340823385741414	0.0273292337196936	0.0998222205459561	0.0025755448388813	0.0122708396550473	0.0756045558628075	0.164945731835894	0.00397675095047148	0.0181619627400323	0.00135491830774075	0.00476878670522841	11.7875001430511	5.925000111262
Chen_2021 TE1-5	0.120919186980513	0.0424879513864636	0.0012642313333799	0.077725780540616	0.358936928127401	0.0197736956066215	0.0812111475867849	0.0031989942026961	0.00803939372773626	0.0764685339107355	0.200174617587483	0	0.00979953900956904	0	0	11.985714163099	4.6583332096537
Chen_2021 TE1-6	0.100052474591251	0.0382015024304021	0.00401568714096332	0.0735859478568272	0.309028391515687	0.0271763146266019	0.0708213654441008	0	0	0.089165377817057	0.271575342465753	0.00402397260273973	0.0123536235086169	0	0	10.6857143810817	3.4250001013279
Chen_2021 TE1-7	0.0402394113398597	0.00813054639846113	0	0.0211851862445743	0.323632931215721	0.00853528599929921	0.0249737205294509	0	0	0.0575431019071387	0.499334253412756	0.00771436539547922	0.00871119755726064	0	0	9.77142865317208	2.67500007152557
Chen_2021 TE1-8	0.147639350933896	0.00639633287431166	0	0.177489955943384	0.286391663787923	0.016682519476873	0.0332388474297153	0	0	0.138675020545557	0.186149849279999	0.00256168793782544	0.00477477179051576	0	0	10.1142856393542	2.76666659116745
Chen_2021 TE1-9	0.238781361699326	0.0120778776466075	0.000256519268290239	0.324136430459945	0.194683237353328	0.0110005539785537	0.0131030958382898	0	0	0.141312628563821	0.0646482951918383	0	0	0	0	9.80000002043588	2.43333337704341
Chen_2021 TE1-10	0.0945422178155351	0.021249746490299	0	0.0990603240417333	0.327940149176375	0.0182695991166595	0.0727685512765622	0	0	0.116428555332717	0.236079500642225	0	0.0136613561078937	0	0	9.35714287417276	2.00833331545194
Chen_2021 TE1-11	0.0506831018165166	0.0148577825268407	0.0015837276751641	0.0549559863634051	0.287826286063196	0.0118327990637562	0.0603024983463085	0.000101765633745484	0.00102274461914212	0.129247443138452	0.36855060296138	0.0081526993334351	0.0108825624586577	0	0	9.02857142686844	1.69166665772597
Chen_2021 TE1-12	0.0638199078701121	0.0340942873240713	0	0.0334912244441487	0.272751467311444	0.0214865924682259	0.132778590984635	0	0	0.063919002709536	0.372160578940365	0.00549834794746275	0	0	0	9.02857148647308	1.66666675607363
Chen_2021 TE1-13	0.0458265243320104	0.00874806341390946	0.00122880366731043	0.0455060591268915	0.281663447866041	0.0108066809567266	0.0203357456652306	0.00073643328593561	0.000182516606888941	0.109802839618837	0.465604108745941	0.00407903393535516	0.00547974277892145	0	0	8.74285709006446	1.35833325485388
Chen_2021 TE1-14	0.0873371081472413	0.0125016186182298	0.00303947074126829	0.058131349397874	0.383119283334707	0.0148324288690862	0.0158236118141473	0.00175399357261416	0.0024438192327161	0.0836242922223923	0.328874972042049	0.00410599300756925	0.00441205900010595	0	0	9.21666669845581	0.408333366115888
Chen_2021 TE1-15	0.0538256395860438	0.0090208759589067	0.0031662140932967	0.0267198237933026	0.41764604263727	0.00721778046502589	0.0323747415473151	0.000615427803300637	0.000866457565173265	0.0569648612318273	0.381427576564077	0.00101491602649579	0.00913964272796472	0	0	8.08333317438761	-0.516666700442632
Chen_2021 TE1-16	0.0612478152432199	0.00650419276919149	0	0.0588165982600499	0.35147385165256	0.00840517664617741	0.0131222874648966	0	0	0.114373244830227	0.381276879872744	0.00274542919424206	0.00203452406669154	0	0	7.60000006357829	-0.958333353201548
Chen_2021 TE1-17	0.0515169580040597	0.0136693731155036	0.0052962970261908	0.0447032102950161	0.29740309008139	0.0107502512661845	0.0416116508681	0.00244368681394478	0.00510415229686853	0.0959393413869893	0.412702244644581	0.00518544429773565	0.0106862030230771	0.000384289458644542	0.00260380742171334	7.51666665077209	-1.21666665871938
Chen_2021 TE1-18	0.069070594210259	0.0182833925850686	0	0.0624682579989843	0.288555950567124	0.0163365498561029	0.0488403588962248	0	0	0.074318605044862	0.422126290841375	0	0	0	0	6.71666675806046	-1.99999993046125
Chen_2021 TE1-19	0.0748095750914072	0.00973810233027061	0.00364254126827736	0.073092395769572	0.405745316709274	0.00798753522901726	0.0204974779133293	0	0	0.115201586901516	0.284876317917126	0.0012818288647173	0.00312732200549262	0	0	6.88000004291534	-2.99166677643855
Chen_2021 TE1-20	0.0550461985686959	0.0284320209745066	0.00519214089672353	0.0596046685703197	0.262854608173562	0.0390776920121823	0.089327793993592	0	0	0.14884929325893	0.288985611710238	0.00485946367679616	0.0177705081644534	0	0	6.34000005722046	-3.49999996026357
Chen_2021 TE2-1	0.120004051137824	0.0857594714823269	0.00491278367703083	0.111281639775941	0.266030430277581	0.0564790937916313	0.107959706759947	0.00177003560326896	0.00491122554709837	0.0823892364384266	0.14121175764847	0.00439236827959084	0.012898199580863	0	0	9.18571427038738	1.76666666567326
Chen_2021 TE2-2	0.158883255219685	0.0791583474937645	0.00536567885523262	0.259070818913744	0.196912281050937	0.0558951475797609	0.0416713458216226	0.00273285526882571	0.00165961654922095	0.115386030927291	0.0745446220659768	0.00344594561553672	0.00437522793454222	0.000898826703860837	0	8.08333317438761	-0.516666700442632
Chen_2021 TE2-3	0.0623283964439782	0.0728562542958526	0.00417794442323903	0.102331445807661	0.278603286040677	0.0860983268724648	0.106699799806464	0.0021724959691663	0.00648815359096826	0.0910477462550002	0.162066126575644	0.00667540138391225	0.0184546225349733	0	0	7.60000006357829	-0.958333353201548
Chen_2021 TE2-4	0.072882235127577	0.0345721940121487	0.00126478211314261	0.072376411257495	0.271824053370869	0.0458048649846206	0.0913218952779985	0.00161311992341017	0.00161934818566272	0.0983064465183569	0.290485706583006	0.00323602711607434	0.0146929155296381	0	0	7.51666665077209	-1.21666665871938
Chen_2021 TE2-5	0.117539194875805	0.00874837075931926	0	0.276049603396269	0.180687446467806	0.013382489852158	0.0107533608907757	0.00198562544222247	0	0.285900271850445	0.104953636465199	0	0	0	0	7.10000014305115	-2.79999990885456
De Jonge 2019 1A	0.328328328328328	0.023023023023023	0.013013013013013	0.309309309309309	0.143143143143143	0.016016016016016	0.00800800800800801	0.00600600600600601	0	0.122122122122122	0.031031031031031	0	0	0	0	6.23750005662441	3.9500000346452
De Jonge 2019 1B	0.378	0.031	0.013	0.235	0.168	0.023	0.015	0.006	0.001	0.09	0.04	0	0	0	0	6.23750005662441	3.9500000346452
De Jonge 2019 1C	0.226226226226226	0.046046046046046	0.00900900900900901	0.156156156156156	0.21021021021021	0.0680680680680681	0.042042042042042	0.00700700700700701	0.002002002002002	0.0930930930930931	0.124124124124124	0.00600600600600601	0.00700700700700701	0.001001001001001	0.002002002002002	6.23750005662441	3.9500000346452
De Jonge 2019 1D	0.197604790419162	0.0738522954091816	0.0139720558882236	0.172654690618763	0.17564870259481	0.122754491017964	0.0349301397205589	0.0129740518962076	0.0029940119760479	0.094810379241517	0.0808383233532934	0.00898203592814371	0.00798403193612774	0	0	6.23750005662441	3.9500000346452
De Jonge 2019 1E	0.14	0.09	0.01	0.141	0.156	0.116	0.08	0.009	0.005	0.098	0.121	0.011	0.017	0.003	0.003	6.23750005662441	3.9500000346452
De Jonge 2019 1F	0.258776328986961	0.205616850551655	0.0341023069207623	0.0972918756268806	0.110330992978937	0.0882647943831495	0.0571715145436309	0.0100300902708124	0.00902708124373119	0.0320962888665998	0.0712136409227683	0.00902708124373119	0.0110330992978937	0.00300902708124373	0.00300902708124373	6.23750005662441	3.9500000346452
De Jonge 2019 2A	0.415169660678643	0.0189620758483034	0.0109780439121757	0.289421157684631	0.122754491017964	0.0109780439121757	0.00598802395209581	0.00499001996007984	0	0.101796407185629	0.0189620758483034	0	0	0	0	6.23750005662441	3.9500000346452
De Jonge 2019 2B	0.296703296703297	0.023976023976024	0.020979020979021	0.343656343656344	0.126873126873127	0.010989010989011	0.004995004995005	0.003996003996004	0	0.142857142857143	0.024975024975025	0	0	0	0	6.23750005662441	3.9500000346452
De Jonge 2019 2C	0.471943887775551	0.0330661322645291	0.0140280561122245	0.206412825651303	0.142284569138277	0.0140280561122245	0.0120240480961924	0	0	0.0821643286573146	0.0240480961923848	0	0	0	0	6.23750005662441	3.9500000346452
De Jonge 2019 2D	0.454	0.033	0.014	0.212	0.147	0.019	0.011	0.007	0	0.076	0.027	0	0	0	0	6.23750005662441	3.9500000346452
De Jonge 2019 2E	0.284	0.076	0.038	0.21	0.155	0.055	0.031	0.006	0.002	0.081	0.057	0.002	0.003	0	0	6.23750005662441	3.9500000346452
De Jonge 2019 2F	0.652	0.116	0.011	0.103	0.06	0.01	0.008	0	0	0.024	0.016	0	0	0	0	6.23750005662441	3.9500000346452
De Jonge 2019 3A	0.341	0.032	0.02	0.274	0.154	0.024	0.008	0.005	0	0.116	0.026	0	0	0	0	6.23750005662441	3.9500000346452
De Jonge 2019 3B	0.367	0.032	0.026	0.291	0.113	0.016	0.006	0.004	0	0.12	0.025	0	0	0	0	6.23750005662441	3.9500000346452
De Jonge 2019 3C	0.37	0.032	0.028	0.305	0.109	0.017	0.005	0.005	0	0.111	0.018	0	0	0	0	6.23750005662441	3.9500000346452
De Jonge 2019 3D	0.341	0.032	0.023	0.286	0.153	0.014	0.01	0.004	0	0.106	0.031	0	0	0	0	6.23750005662441	3.9500000346452
De Jonge 2019 3E	0.384384384384384	0.032032032032032	0.022022022022022	0.26026026026026	0.148148148148148	0.013013013013013	0.011011011011011	0.004004004004004	0	0.0930930930930931	0.032032032032032	0	0	0	0	6.23750005662441	3.9500000346452
De Jonge 2019 3F	0.621	0.013	0.006	0.206	0.093	0.009	0	0	0	0.039	0.013	0	0	0	0	6.23750005662441	3.9500000346452
De Jonge 2019 4A	0.342	0.028	0.023	0.269	0.151	0.015	0.01	0.005	0	0.124	0.033	0	0	0	0	6.23750005662441	3.9500000346452
De Jonge 2019 4B	0.315684315684316	0.027972027972028	0.00599400599400599	0.251748251748252	0.190809190809191	0.035964035964036	0.00899100899100899	0.004995004995005	0	0.111888111888112	0.045954045954046	0	0	0	0	6.23750005662441	3.9500000346452
De Jonge 2019 4C	0.37	0.035	0.031	0.247	0.149	0.019	0.011	0.006	0	0.102	0.03	0	0	0	0	6.23750005662441	3.9500000346452
De Jonge 2019 4D	0.400199600798403	0.0339321357285429	0.0339321357285429	0.246506986027944	0.125748502994012	0.0189620758483034	0.0109780439121757	0.00698602794411178	0	0.0988023952095808	0.0239520958083832	0	0	0	0	6.23750005662441	3.9500000346452
De Jonge 2019 4E	0.391608391608392	0.047952047952048	0.013986013986014	0.226773226773227	0.166833166833167	0.01998001998002	0.013986013986014	0	0	0.0749250749250749	0.043956043956044	0	0	0	0	6.23750005662441	3.9500000346452
De Jonge 2019 4F	0.783783783783784	0.024024024024024	0.003003003003003	0.1001001001001	0.0560560560560561	0.00500500500500501	0.004004004004004	0	0	0.016016016016016	0.00800800800800801	0	0	0	0	6.23750005662441	3.9500000346452
De Jonge 2019 5A	0.212212212212212	0.0780780780780781	0.028028028028028	0.167167167167167	0.232232232232232	0.102102102102102	0.046046046046046	0.022022022022022	0.004004004004004	0.0830830830830831	0.004004004004004	0.00800800800800801	0.00900900900900901	0.002002002002002	0.002002002002002	6.23750005662441	3.9500000346452
De Jonge 2019 5B	0.215784215784216	0.0639360639360639	0.031968031968032	0.206793206793207	0.191808191808192	0.0719280719280719	0.025974025974026	0.016983016983017	0.001998001998002	0.0959040959040959	0.0679320679320679	0.003996003996004	0.002997002997003	0.000999000999000999	0.000999000999000999	6.23750005662441	3.9500000346452
De Jonge 2019 5C	0.368	0.025	0.02	0.279	0.144	0.018	0.006	0.004	0	0.112	0.024	0	0	0	0	6.23750005662441	3.9500000346452
De Jonge 2019 5D	0.473	0.019	0.007	0.369	0.034	0.004	0.002	0.002	0	0.085	0.005	0	0	0	0	6.23750005662441	3.9500000346452
De Jonge 2019 5E	0.394394394394394	0.033033033033033	0.019019019019019	0.284284284284284	0.13013013013013	0.015015015015015	0.00900900900900901	0.004004004004004	0	0.0880880880880881	0.023023023023023	0	0	0	0	6.23750005662441	3.9500000346452
De Jonge 2019 5F	0.535	0.052	0.061	0.198	0.01	0.025	0.001	0.02	0	0.092	0.006	0	0	0	0	6.23750005662441	3.9500000346452
De_Jonge_2021 Ossekampen Control 13_1	0.384438443844384	0.0501050105010501	0.0244024402440244	0.380638063806381	0.0471047104710471	0.0186018601860186	0.0016001600160016	0.0027002700270027	0	0.0828082808280828	0.0076007600760076	0	0	0	0	9.66666656732559	9.66666656732559
